36.4,0,0,0,0,0,27.3,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,22.7,0,0,0,0,0
0,0,0,7.5,0,4.7,0,2.8,29.2,0,0,0,0,29.2,0,0,0,0,0,0,0,0,0,0,26.4,0,0,0
0,1.7,0,0,28.7,0,10.4,0,15.7,0,0,0,0,0,0,20,3.5,0,0,0,18.3,0,0,0,0,0,1.7,0
0,0,0,6.2,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,6.2,21.3,0,0,0,38.9,0,0,0
0,0,0,0,0,20.2,0,0,45.2,0,0,0,0,0,0,0,0,0,0,0,23.1,0,0,0,11.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1,0,0,0,21.9,0,0,0,0,0,0,0,2.7,0,0,0,28.8,0,0,0,27.4,0,1.4,0,0,0,13.7,0
0.8,0,0,0,0,0,0,0,0,0,0,0,39.8,0,0,0,59.3,0,0,0,0,0,0,0,0,0,0,0
0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1,0,0,0
0,0,0,0,10,0,0,0,30.8,0,0,0,0,20.8,0,0,0,0,0,0,11.7,0,0,0,26.7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.4,0,0,0,0,0,6.1,0,0,0,6.1,0,4.1,0,0,0,24.5,0,0,0,0,0,18.4,0,0,18.4,0,0
0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,0,0,0,17.9,0,0,0,0,0,71.8,0,2.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0
0,0,35.9,0,0,0,0,0,0,2.6,0,0,0,0,0,0,28.2,30.8,0,0,0,0,0,0,0,2.6,0,0
0,0,0,25,0,0,0,0,4.5,0,0,0,0,0,0,9.1,0,25,0,0,28.4,0,0,0,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.3,0,0,0,0,0,0,0,0,0,0,0,36.4,0,0,0,0,0,0,0,0,0,36.4,0,0,0,0,0
0,0,0,0,21.1,0,0,0,0,0,21.1,0,4.4,0,0,0,4.4,0,0,0,0,0,48.9,0,0,0,0,0
0,0,10.8,0,0,0,0,0,0,46.2,0,0,10.8,0,0,0,7.7,0,0,0,0,0,0,0,0,24.6,0,0
0,8.2,0,19.2,0,0,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,0,31.5,0,0,0
0,30,23.3,6.7,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
