0,0,0,57.1,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,4.8,4.8,0,0,0,28.6,0,0,0
0,0,0,0,25,0,0,0,47.7,0,0,0,0,0,0,0,0,0,0,0,27.3,0,0,0,0,0,0,0
20.4,0,11.1,0,0,0,0,0,0,11.1,0,0,0,0,24.1,0,0,0.9,10.2,0,0.9,0.9,0,0,0,13.9,0,6.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14.3,0,0,0,28.6,0,0,0,0,0,0,0,14.3,0,0,0,28.6,0,0,0,14.3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0
0,0,21.7,0,0,24.6,0,0,0,1.4,0,0,34.8,0,0,0,0,0,11.6,0,0,0,0,0,0,5.8,0,0
0,0,0,0,57.1,0,0,0,0,0,21.4,0,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,0,24.7,0,0,0,0,0,28,0
0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,33.3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17.9,0,0,0,17.9,0,0,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,0,0
0,9.1,0,0,0,0,0,27.3,0,0,0,0,0,24.2,0,0,0,9.1,0,30.3,0,0,0,0,0,0,0,0
37.5,0,0,0,0,0,0,0,0,0,0,0,16.1,0,0,0,7.1,0,0,0,0,0,16.1,0,0,23.2,0,0
0,0,0,0,0,0,46.1,0,0,0,0,0,38.2,0,0,0,0,0,0,0,0,0,10.5,0,0,5.3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,23.5,0,0,0,25,0
25.4,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0,0,47.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,38.5,26.9,0,0,1.9,0,0,0,0,0,0
0,0,0,0,38.9,0,0,0,0,0,3.7,0,0,0,0,0,1.9,0,0,0,55.6,0,0,0,0,0,0,0
25,0,0,0,0,0,23.2,0,0,0,0,0,23.2,0,0,0,26.8,0,0,0,0,0,1.8,0,0,0,0,0
47.7,0,0,0,2.3,0,0,0,0,0,2.3,0,0,0,0,0,47.7,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,24.5,0,0,0,0.9,0,16,0,0,0,2.8,0,0,0,0,0,38.7,0,0,0,0,0
0,0,0,8.5,20.8,0,0,0,0,0,0,0,0,0,0,8.5,9.2,0,0,0,31.5,0,0,0,0,0,21.5,0
27.5,0,0,0,27.5,0,0,0,0,0,26.3,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,1.2,0
0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,25,0
24.1,0,0,0,1.9,0,0,0,0,0,24.1,0,0,0,0,0,48.1,0,0,0,0,0,1.9,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,14,15,0,0,0,1,0,0,0,1,0,14,0
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,25,0
33.3,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0
19.4,0,0,0,24.5,0,0,0,0,0,15.3,0,0,0,0,0,34.7,0,0,0,0,0,6.1,0,0,0,0,0
0,0,0,0,24.7,0,0,0,4.5,0,6.7,0,0,5.6,0,0,14.6,0,7.9,0,15.7,0,0,0,0,0,20.2,0
27.1,0,0,0,0,0,7.8,0,0,0,0,0,22.5,0,0,0,27.1,0,0,0,0,0,15.5,0,0,0,0,0
27.1,0,0,0,0,0,0,0,0,0,0,0,20,0,7.1,0,25.7,0,0,0,0,0,20,0,0,0,0,0
0,0,0,0,32.8,0,0,0,21.6,0,0,0,0,0,0,22.4,0,0,0,0,21.6,0,0,0,0,0,1.7,0
21.9,0,0,0,25,0,0,0,0,0,31.3,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,28.6,0,0,0,0,0,12.9,0,0,0,0,0,26.4,0,0,0,25.7,0,0,0,0,0,6.4,0
0,0,0,10.3,0,0,0,0,89.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,35.9,0,0,0,0,48.7,0,0,0,0,0,0,0,0,0,0,15.4,0,0
20.2,0,0,0,0,0,14.4,0,3.8,0,0,0,36.5,0,0,0,0,0,0,0,0,0,22.1,0,0,2.9,0,0
24.4,0,0,0,26.7,0,0,0,0,0,24.4,0,0,0,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,32.3,0,0,0,20,0,0,0,0,0,27.7,0,0,0,0,0
33.3,0,0,0,0,0,0,0,0,0,9.8,0,25.5,0,0,0,23.5,0,0,0,0,0,7.8,0,0,0,0,0
57.1,0,0,0,0,0,21.4,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.4,0,0,0,0,0,6.8,0,0,0,2.7,0,20.3,0,5.4,0,20.3,0,0,0,0,0,13.5,0,0,2.7,0,0
12.6,2.1,0,0,29.5,0,0,0,4.2,0,21.1,0,0,0,0,2.1,10.5,0,0,0,1.1,0,0,0,4.2,0,12.6,0
0,0,0,26.4,0,0,0,0,46.4,0,0,0,0,0,0,0,0,0,0,0,27.3,0,0,0,0,0,0,0
65.5,0,0,0,1.7,0,0,0,0,0,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16.5,0,0,0,0,9.3,10.3,0,0,0,0,7.2,0,0,0,0,0,20.6,0,0,0,36.1,0,0,0
0,0,0,16.7,0,0,0,18.3,38.9,0,0,0,0,0,0,9.5,0,0,0,0,16.7,0,0,0,0,0,0,0
21.4,0,0,0,0,0,21.4,0,0,0,0,0,21.4,0,0,0,0,0,10.7,0,0,1.2,0,0,0,23.8,0,0
0,0,0,0,0,0,0,0,89.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0
0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.3,0,0,0,25.3,0,0,0,0,0,25.3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,33,0,0,0,0,0,11.9,0,0,0,0,0,31.2,0,0,0,0,0,0,0,0,0,23.9,0
0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1,0,0,0,21.5,0,0,0,0,0,4.1,0,0,0,0,0,24.8,0,0,0,23.1,0,0,0,0,0,17.4,0
0,0,0,14,14,0,0,0,23.7,0,0,0,0,0,0,22.6,0,0,0,0,25.8,0,0,0,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,1.3,23.7,0,0,25,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0,46.9,0,0,0,0,0,43.2,0
0,0,0,0,0,0,0,0,0,0,78.4,0,0,0,0,0,8.1,0,0,0,0,0,13.5,0,0,0,0,0
