"tempo(bpm)","Intensidade_media_da_musica","espectograma_medio","espectograma_maximo","energia_medio_rmse","brilhantismo_medio_spectral_centroid","Spectral_Rolloff_Point_Overall_Standard_Deviation","Spectral_Flux_Overall_Standard_Deviation","Spectral_Variability_Overall_Standard_Deviation","Spectral_Rolloff_Point_Overall_Average","Spectral_Flux_Overall_Average","Spectral_Variability_Overall_Average","media_do_zero_cross_rate","media_rhythm_strength","spectral_flatness","mfcc","spectral_contrast","bandwidth","percusiviness","magnitude","Cyclic_Tempograms_Based_on_a_short-time_discrete_Fourier_transformation","Strong Rythm","onset","onset_interval","average_onset_frequency","rolloff","power_spectrum","low_energy","harmonic","Cyclic_Tempograms_based_on_the_autocorrelation_function","octave-based_spectral_contrast","chord_variation","harmonic_flux","average_tempo","spectral_kurtosis","loudness_amplitude","sum_beats","strongest_beat","melbands_skewness","melbands_kurtosis","averaga_beat_spectrum","variation_beat_lenght","slope","entropy_spectrum","inharmonicity","pitch_histogram_C","pitch_histogram_C#","pitch_histogram_D","pitch_histogram_D#","pitch_histogram_E","pitch_histogram_F","pitch_histogram_F#","pitch_histogram_G","pitch_histogram_G#","pitch_histogram_A","pitch_histogram_A#","pitch_histogram_B","spectral_crest_factor","loudness_std","chromagram_C","chromagram_C#","chromagram_D","chromagram_D#","chromagram_E","chromagram_F","chromagram_F#","chromagram_G","chromagram_G#","chromagram_A","chromagram_A#","chromagram_B","regularity_rhythm","spectral_spread","spectral_dissonance","salient_pitch","spectral_valleys1","spectral_valleys2","spectral_valleys3","spectral_valleys4","spectral_valleys5","spectral_valleys6","spectral_energy","beats_loudness_band_ratio1","beats_loudness_band_ratio2","beats_loudness_band_ratio3","beats_loudness_band_ratio4","beats_loudness_band_ratio5","beats_loudness_band_ratio6","chord_stregth","hpcp1","hpcp2","hpcp3","hpcp4","hpcp5","hpcp6","hpcp7","hpcp8","hpcp9","hpcp10","hpcp11","hpcp12","hpcp13","hpcp14","hpcp15","hpcp16","hpcp17","hpcp18","hpcp19","hpcp20","hpcp21","hpcp22","hpcp23","hpcp24","hpcp25","hpcp26","hpcp27","hpcp28","hpcp29","hpcp30","hpcp31","hpcp32","hpcp33","hpcp34","hpcp35","hpcp36","dynamics","spectral_flux","loudness_flatness","roughness","spectral_brighness","sharpness","attack_time","attack","chromagram_centroid","loudness_centroid","loudness_flux","smoothness","Status"
103.96,-0.5382663832,20.34167,17274.6,0.08767941,1141.9808135831,7.65,2.2,1.09,7.92,1.94,2.11,0.0277904593,1.2510971286,0.025347108,-516.1246909605078,17.7364637418,1028.373961,2.614983,0.34501103,1.8649213,2.0650,80,0.3482993197278912,1.2510971285640198,5306.0595816503,0.34501114,0.5895612,5.156198e-06,0.20664711,24.98849780103536,24,0.10512857,158.91058324898785,109.335625,30799,75,15.695004466593634,-1.1080573419222612,6.858213548921222,8.470222942531109,0.0,0.15027515414274945,2.7374008,2.213672372555048,10.256410256,0,8.446455505,44.494720965,5.731523379,28.50678733,47.511312217,41.930618401,4.67571644,0,2.413273002,0,0,0.5382663831674804,0.8814212671,0.5316541858,0.2588115787,0.266945244,0.2382687388,0.2158224061,0.3210557311,0.4403851625,0.3300090813,0.2772465878,0.2978543662,0.4763255355,1.1155695861604633,3722783.75,0.4064546823501587,0.5415482521057129,-6.8856115,-7.679884,-8.975425,-9.30785,-9.609523,-12.610707,-12.610877,0.03666442632675171,0.55473024,0.20827454,0.12787634,0.06484621,0.02652538,0.03678245,0.4659040868282318,0.06633136,0.05946418,0.07053249,0.08605514,0.10242817,0.0966481,0.07431251,0.08588481,0.1805458,0.52748066,0.58263177,0.21835104,0.05964817,0.04380323,0.03737362,0.04147261,0.04924207,0.0660095,0.06826953,0.04659069,0.04366179,0.05077115,0.04534614,0.0447789,0.05348225,0.05167753,0.04637093,0.04447176,0.04704373,0.07717612,0.20560645,0.2272174,0.09763767,0.04357935,0.04732164,0.06635439,0.04434139468020203,0.08042827993631363,0.27869081497192383,0.5803673481971116,1.5666876750263885,1.4693071532331512,0.044408163265305986,0.039818380028009415,-30.19474,57.249485,2.63,0
95.7,-5.3997324319,3.0669188,7918881,0.017217895,3399.243524642,1.3,5.84,1.93,4.02,5.93,3.41,0.1346684978,1.1194678561,0.014179836,-502.4207434337398,17.9074017098,1875.580804,-0.0001137163,0.13984144,-7.339146,1.5140,153,0.3195508044487636,1.1194678561338434,6118.829666940789,0.13984144,0.15333982,-3.3061715e-05,0.0810858,22.527680070066292,25,0.14246133,139.60941221124077,184.98457,17598,85,12.490609919229826,-3.288435266982884,11.603455938374022,22.283856289461255,0.0889624384901371,0.44877073868399464,4.3292646,0.00010879306334510287,2.354851807,6.676591329,16.411783281,6.108178824,22.745522624,24.568051608,57.815671945,8.057021699,1.13682501,10.574277079,0,20.002706726,20.0027067262,5.399732431910442,0.5101038465,0.4711619445,0.4889436424,0.4237873015,0.3852605567,0.5500377074,0.7689563331,0.5765499734,0.4978227088,0.5336251499,0.5977589314,0.7050306698,1.1777031641369502,5974218.5,0.4679765999317169,0.5572062730789185,-8.784505,-8.073953,-8.436545,-8.624237,-8.359904,-10.687879,-10.687801,0.011827833950519562,0.13384944,0.18058956,0.14367107,0.08433401,0.07753557,0.39325887,0.5225973725318909,0.2530448,0.1351553,0.04734534,0.047052,0.04878373,0.23927225,0.36478233,0.17770252,0.03989186,0.03175951,0.02598289,0.08131891,0.15679902,0.10992422,0.12128345,0.17110611,0.1041097,0.08854125,0.07456512,0.03902868,0.082635,0.11105391,0.07507086,0.05883319,0.05180208,0.03514838,0.34862584,0.583936,0.26719615,0.05294312,0.06138692,0.06394542,0.09125753,0.10024626,0.083962,0.17155813,0.9883314690927911,0.05012229084968567,0.10536818206310272,14.393841800247461,6.111044245258769,1.8953730507711601,0.0576704755976464,0.018592944368720055,-27.79591,47.520607,1.26,0
107.67,-2.5281590493,10.848763,1931.8118,0.06899766,3747.6531065601,1.49,5.77,8,8.72,7.76,1.86,0.1679249105,1.3793032603,0.017756423,-410.2951923232454,17.0612397251,2283.855043,-1.1288089,0.40469316,-5.937817,9.7520,137,0.5567389126193113,1.3793032602577484,3771.9271916723105,0.40469316,0.45813906,-1.2289484e-05,0.1758298,21.79370895112978,28,0.16467984,138.57491963217706,75.35348,24493,44,17.643933317464764,-2.1718926947714383,8.938342512460075,7.499492183327675,0.0,0.43219417102576396,3.2144556,7.960703725074308,14.105753029,11.329535425,6.980662762,40.27922651,21.615983311,13.848993019,53.743079515,8.79403033,5.536387708,7.975607799,5.680815213,0.80237503,0.8023750301,2.5281590492510926,0.5518247119,0.6151534802,0.604916841,0.5954689697,0.6439523508,0.6689116583,0.674260051,0.6567685512,0.6262253676,0.6100741118,0.5813526483,0.532156131,1.9062967580461594,9119757.0,0.4718702435493469,0.5467439293861389,-8.455989,-8.401223,-9.054177,-9.384479,-9.078044,-10.313981,-10.313981,0.0290555190294981,0.46524197,0.14650051,0.05318172,0.02671376,0.05907639,0.2780504,0.43737560510635376,0.12688299,0.11267498,0.10180004,0.10283287,0.10255077,0.10291301,0.10439853,0.0999383,0.09534015,0.09975121,0.1011935,0.09512378,0.11906249,0.26802453,0.24204709,0.09660296,0.10021675,0.12405871,0.1295406,0.10921521,0.1262012,0.1591032,0.14465861,0.1540849,0.17423457,0.16391265,0.15462588,0.13722032,0.13558954,0.15441363,0.15547954,0.15062298,0.16241498,0.15739958,0.12923,0.11757463,0.5723691516563603,0.08951527625322342,0.12573261559009552,2.791490277100138,6.384436103125729,1.79515450376989,0.06525315722396023,0.019394541159272194,-6.7714014,58.305084,1.11,0
103.36,-2.0011839355,11.355984,3203075,0.074118786,2629.152576861,1.06,4.43,6.61,3.82,7.02,1.52,0.082732304,1.7265809895,0.0023918273,-423.0453312191679,17.584111448,1473.031821,6.6525554,0.5055555,-8.208663,9.3350,134,0.5703401360544218,1.726580989498858,4210.5495393829815,0.50555664,0.51451075,-6.2054783e-06,0.21347493,25.704228094068,28,0.1841941,137.9516351247437,303.07733,26025,49,29.683445127931694,-0.7217584929060248,7.300108700266536,8.155023820698261,0.0,0.17102522456527877,3.9409604,1.9536112148196213,4.921465969,5.523560209,5.130890052,31.09947644,9.371727749,34.188481675,45.392670157,4.738219895,34.842931937,0,0.890052356,8.35078534,8.3507853403,2.0011839355428833,0.4749138916,0.4511919581,0.4726910533,0.537195359,0.5114043917,0.5229243553,0.6212699241,0.7420262863,0.8131960252,0.6354403725,0.5044219347,0.4789781811,3.0761469675853963,4507822.5,0.4678109288215637,0.6312109231948853,-7.969022,-7.6983576,-8.290106,-8.31019,-8.171275,-10.988212,-10.988193,0.010970882140100002,0.36003166,0.12523924,0.108524,0.10185419,0.135261,0.21140909,0.5347759127616882,0.13805142,0.11096125,0.11358634,0.12506558,0.10778745,0.09187697,0.10700092,0.1125496,0.148795,0.15924852,0.11644565,0.1148228,0.13450448,0.12605797,0.10932878,0.10272115,0.11480948,0.19406657,0.2544986,0.1889806,0.1274299,0.12716877,0.12166227,0.13393676,0.14958748,0.17415306,0.21728174,0.24917546,0.21542771,0.17171764,0.19131331,0.21949634,0.34077674,0.47855803,0.35359132,0.1813223,0.8631353730120863,0.05598321184515953,0.14960193634033203,13.414756658701053,0.9037225340266273,1.7584327901678536,0.051118556875486464,0.033649347722530365,-34.32546,55.349136,9.85,0
95.7,-0.959204444,32.849922,3096514,0.16163678,2840.7037215271,3.86,7.73,9.2,8.58,2.77,3.92,0.1025855475,1.5604617539,0.004743581,-277.27887686917296,17.8160158262,2036.257732,-9.085628,0.91696954,-5.7337103,1.1420,175,0.5522706860521986,1.5604617538707177,6409.236244225281,0.91697,0.88862616,-3.0243122e-05,0.41929412,24.30298690690016,28,0.13693932,149.61526182276265,55.55355,29342,52,15.284239166580507,0.6485599496955623,5.947076340549733,6.657977044582367,0.012939991053111841,-0.35535075417051293,3.1115558,0.00010348593382591978,5.73826653,0.668036999,6.354916067,11.836245289,18.944844125,20.092497431,51.421719767,29.273723878,0.35971223,15.005138746,15.793079822,10.020554985,10.0205549846,0.9592044440450642,0.6025103319,0.5674974398,0.5833364927,0.6179220079,0.6494869107,0.6843944147,0.6885941105,0.712693753,0.6751556621,0.6818416736,0.6955592098,0.6260768446,1.29603373931442,6638812.0,0.4697529375553131,0.534727156162262,-7.036617,-6.77582,-7.56195,-7.756766,-7.6481843,-9.80282,-9.802763,0.03467661887407303,0.5334191,0.15539587,0.10352559,0.04933789,0.05294773,0.14094308,0.42240673303604126,0.14960432,0.13048264,0.12517273,0.12985684,0.13184325,0.13693966,0.1474673,0.14716852,0.14094162,0.13671957,0.12452684,0.11868139,0.10629086,0.10419563,0.11140721,0.11421928,0.13106783,0.14939338,0.14949264,0.12415808,0.1279395,0.15241517,0.14418373,0.14645089,0.16014126,0.16144915,0.14962935,0.14309166,0.14952299,0.15773696,0.166044,0.16103211,0.16229641,0.1633742,0.15635206,0.15655836,0.03158537589981103,0.1115092933177948,0.13229618966579437,3.4194926018645804,4.604200438787719,1.6622972460682193,0.05625863297700018,0.02815195545554161,-34.562683,58.43221,8.08,0
86.13,-1.8683700861,4.731377,3567.8433,0.046473328,4138.7677317583,4.45,8.97,9.8,4.34,7.32,1.3,0.1789841785,0.9065134654,0.005029784,-502.0259349693992,22.2711601149,1670.449782,9.8682785,0.20900063,1.7602646,1.2730,75,0.7038548752834467,0.9065134653968437,7226.347969929131,0.2090007,0.33171237,2.4747562e-05,0.15496193,25.479668251522217,28,0.26877528,140.49501821444107,92.45372,26426,33,10.26798550129538,-2.7885951457502007,9.577762206934844,6.9318687915802,-0.057556001871647416,0.17785015557673567,3.429317,5.298798780890512,17.323369565,0.520833333,10.280797101,18.727355072,0.634057971,17.210144928,15625,38.836050725,14.017210145,11.277173913,21.557971014,0,0,1.8683700861219263,0.3579703454,0.3795072838,0.3630898695,0.3462277237,0.3874138922,0.5180290285,0.396997526,0.2642423679,0.2909046786,0.4703224554,0.6119588712,0.5212501796,0.7812891519763799,7260506.0,0.44041118025779724,0.417992502450943,-8.991642,-8.789169,-9.817152,-9.948008,-10.105224,-10.38256,-10.382471,0.09285058826208115,0.2717405,0.14898558,0.1367669,0.05810622,0.02206688,0.37541533,0.5134574770927429,0.15886012,0.17314692,0.16443586,0.27345994,0.26213643,0.11149287,0.05069483,0.05296727,0.08841758,0.13652614,0.12209274,0.0894234,0.06862718,0.05617118,0.05467752,0.08908905,0.1303616,0.09569171,0.11755972,0.15543227,0.06904908,0.01309596,0.01299074,0.05449419,0.2810362,0.33299765,0.13309412,0.05318276,0.03599133,0.02845418,0.05493743,0.07569497,0.04122317,0.03154082,0.05416587,0.07749027,1.0,0.07594936341047287,0.3042307496070862,0.7042899865384424,12.917921776138774,2.130970646512253,0.05325109599395323,0.01767771691083908,-34.47467,59.105648,8.70,0
129.2,-3.3842870652,35.61188,7104024,0.083277926,1512.4512467353,1.73,6.87,1.17,4.25,8.53,2.02,0.0268611376,1.1415779689,0.038903587,-495.97945062421087,17.6387327599,1163.227016,2.9829223,0.33158186,1.3308877,1.7150,91,0.46782498791866467,1.1415779689239305,2676.4921489514804,0.33158243,0.55720705,1.8676858e-05,0.22560547,25.075827168356334,24,0.08038514,147.58818442738823,51.16163,22194,62,14.174855073591319,-0.8958849495379061,6.217597621805795,5.125955770723522,0.10500263573305449,0.3074599468793671,2.4171731,0,7.446094873,0.287494011,12.678485865,22.980354576,22.616195496,30.809774796,22.127455678,10.522280786,9.592716818,0.62290369,37.55630091,1.054144705,1.0541447053,3.384287065213604,0.343523072,0.3547018488,0.5168611046,0.6060882088,0.4281213472,0.3399088712,0.2920620055,0.3034731852,0.3240720524,0.4711051401,0.5956675555,0.4487045037,1.0476224218742367,5051208.5,0.4545398950576782,0.5245641469955444,-7.469219,-7.7285943,-8.769819,-8.948854,-9.333994,-11.983963,-11.983204,0.03772253170609474,0.51454115,0.3457305,0.07297061,0.03490758,0.02063497,0.00511753,0.5033022165298462,0.12004427,0.09904146,0.18076237,0.32515654,0.2296935,0.07467504,0.0394362,0.02794441,0.08980948,0.13005136,0.06521225,0.01653238,0.01488628,0.01906386,0.09122151,0.18923861,0.14164259,0.18861754,0.33863452,0.21418305,0.04493739,0.02426581,0.02280264,0.066319,0.13914713,0.09880528,0.01933605,0.01409745,0.01423556,0.02635959,0.06030333,0.06193094,0.03930356,0.03292318,0.03593715,0.07814063,0.4684450432955822,0.07392618060112,0.21189211308956146,1.3447761991299123,1.1206082400501496,1.3899838070363335,0.049501881338615855,0.050069257616996765,-38.86847,51.37206,2.52,0
117.45,-3.586611303,10.260541,2763505,0.033873394,1914.8137318062,9.07,2.93,4.34,1.43,2.69,7.89,0.0449037345,1.2538056328,0.0039711418,-478.00250918852987,16.1545842583,1538.676765,0.0014372927,0.19777173,0.0040178113,1.8860,55,0.5073990089863106,1.2538056327786544,7232.972929868904,0.19777173,0.27424654,0.0066117533,0.11067604,21.614506661035804,24,0.10977693,137.88805509868422,200.57057,21683,28,25.697847362443188,-2.10576641338996,8.968908407669076,3.4444058313965797,-0.005796037659205459,0.4378491967252987,3.1350613,1.1035779813804932,0,14.452938366,5.255613951,31.27090301,24.91638796,20.807453416,51.839464883,3.36837076,13.354037267,0,7.501194458,8.098423316,8.0984233158,3.5866113030206237,0.4755795713,0.6291046958,0.6100407329,0.5873371093,0.5419543017,0.5364478766,0.6604922276,0.65417711,0.480987686,0.432896991,0.4899719735,0.442129234,1.6385572943225017,4530407.5,0.4645226299762726,0.5168415307998657,-7.593509,-7.6223664,-8.242474,-8.572779,-8.703036,-11.433094,-11.43308,0.012485433369874954,0.53673,0.17494287,0.10681059,0.07487499,0.05551951,0.08662905,0.5250312089920044,0.07317597,0.07751831,0.09509142,0.12316114,0.14368871,0.1081733,0.06906728,0.05697805,0.05105415,0.05091226,0.05381257,0.0985248,0.22702217,0.33552673,0.23543715,0.11764057,0.10897993,0.12311386,0.1848572,0.18096134,0.10887814,0.08603469,0.19826365,0.22084337,0.14531836,0.13954788,0.14781082,0.20728785,0.21656966,0.20364165,0.25576222,0.20596193,0.11500344,0.10821662,0.08920784,0.07495566,0.9029761665264076,0.04512324929237366,0.16990913450717926,3.9333634583984396,4.103512441445459,1.5995446539066798,0.059949701092558115,0.013835861347615719,-37.90894,49.023365,4.39,0
136,-7.7010366261,0.00870227,1358.1141,0.027809072,2823.6730101038,1.62,8.49,3.16,3.83,1.76,5.99,0.0942303448,1.6703865841,0.0055331,-489.5621132975447,17.6848559631,1273.926536,-2.822466,0.16122288,-1.6252673,2.3600,147,0.5691468883849835,1.6703865841438434,3658.986207944321,0.16122289,0.2305433,3.1814913e-08,0.06381606,25.419683596536622,23,0.034566965,141.4969226961146,640.2606,13502,46,12.538280833325297,-2.7229296349433185,10.239804103434343,0.4694774051895365,-0.005391662938794126,0.43683718310975356,4.0112906,0.00023341016254406797,25.498871332,0.48758465,11.286681716,18.546275395,35.665914221,19.936794582,46.266365688,22.013544018,1.44469526,5.453724605,2.961625282,2.130925508,2.1309255079,7.701036626138328,0.5640505644,0.5440615823,0.5678273221,0.6052119818,0.6523414105,0.6253427432,0.5056229444,0.4776959162,0.4804012909,0.5054190191,0.547959687,0.5668152996,1.2491987395739237,3547983.75,0.4698696434497833,0.7024009823799133,-8.60459,-7.5340633,-8.592363,-8.351654,-7.8745303,-11.735398,-11.735281,0.011093921028077602,0.08928899,0.23898132,0.20177017,0.10547698,0.1353128,0.26644665,0.43526598811149597,0.17356579,0.12399703,0.13518646,0.15743153,0.15923037,0.13815174,0.13264963,0.13442934,0.12822805,0.13105728,0.14120118,0.14829884,0.1458843,0.16429147,0.2031666,0.20246835,0.1732247,0.14930528,0.14740735,0.26113614,0.35809037,0.27613446,0.18935153,0.24341926,0.2984829,0.22843608,0.15151384,0.14324357,0.16567986,0.18622829,0.18805149,0.18400101,0.18265189,0.1875639,0.20726883,0.22124144,0.5211033449212975,0.06365097314119339,0.14339368045330048,2.9047421715430612,2.6620302700606895,1.6122012097888427,0.043280731793851536,0.019344111904501915,-46.383785,50.46844,1.03,0
123.05,-5.7522925837,3.8030539,4807.3184,0.028280731,2152.5717376629,7.55,5.35,7.35,8.06,3.25,7.13,0.0422064719,1.4239531594,0.003958718,-504.6447719262813,17.8524743339,1867.002783,-2.2985346,0.10852905,-1.2592266,9.8110,111,0.48680431236822214,1.4239531594315205,6587.576832490809,0.1085301,0.22009593,-2.9352366e-06,0.0674112,24.34353628589207,25,0.038812958,146.80593305004888,93.7865,16898,58,17.055201017763956,-3.079869346481455,11.192697572358425,7.338433213531971,0.005526454512267361,0.0319690352416516,3.02448,0.00013004994746368265,10.341870783,1.535995228,27.789583566,22.853521232,22.614920031,23.382917645,18.036759497,20.683741565,11.057674384,13.809044477,14.293703165,1.11098684,1.1109868397,5.752292583682613,0.8298355701,0.6441773779,0.4006477924,0.3483548892,0.2876643417,0.25561076,0.2271371531,0.2138112386,0.2502187501,0.2963303004,0.2653756419,0.2253570805,1.2836846784079528,5800076.5,0.45052197575569153,0.4392666816711426,-8.025947,-8.58381,-9.481336,-9.611759,-9.575238,-11.612409,-11.612341,0.013624825514853,0.6038257,0.16439615,0.1148796,0.07957246,0.03543512,0.01900962,0.4826533794403076,0.09896248,0.07013551,0.05898462,0.05091925,0.04509672,0.06699251,0.11585402,0.17957671,0.24398735,0.27837798,0.26176205,0.18352333,0.11142579,0.09668767,0.12334713,0.18485221,0.15867507,0.06132697,0.03147016,0.02870222,0.02510786,0.0335816,0.03484096,0.04965291,0.05557228,0.03238105,0.02277463,0.02050882,0.01857866,0.02203863,0.0207104,0.01738942,0.01970027,0.0233208,0.05629767,0.10318068,0.8180343569063835,0.03595250844955444,0.2062172144651413,0.4373146387733155,10.889135637143083,1.4508917851151841,0.05229719515433786,0.05085454508662224,-41.418137,54.3865,2.28,0
107.67,-2.4003738943,30.165499,5968.2983,0.085295446,2318.3529177764,5.3,8.49,9.84,1.62,1.3,1.87,0.0657921192,1.1990526948,0.012130732,-402.72106054621315,18.6607049646,1527.487012,3.3870274,0.5353884,7.632968,1.3700,70,0.5515834509904591,1.199052694768017,5028.119595648704,0.5353884,0.57374096,-1.5597027e-05,0.302864,25.751272774290822,28,0.11471935,146.1332026366025,68.40275,24856,54,11.346375815680378,0.5237059150069041,6.532913747126465,5.371015215758234,0.04528996868588649,0.39700048866031096,3.3371053,0.00016883163266293293,6.097653007,5.086408573,4.029884537,26.367821297,19.364576258,36.646290846,43.332578673,10.021885141,19.862651875,3.546902121,12.466983624,0,0,2.4003738942559973,0.4409672316,0.5046395224,0.4049220915,0.3499562708,0.4487683796,0.5984910902,0.5420428409,0.4104151537,0.415009576,0.6008770022,0.7644732251,0.5248806189,0.8639672994378166,4393295.5,0.4423270523548126,0.5991002321243286,-8.779027,-7.036592,-7.721218,-8.070378,-8.489216,-10.998633,-10.99872,0.01912745088338852,0.23391515,0.11997958,0.30101624,0.24195985,0.07556584,0.05213149,0.6128671169281006,0.12734461,0.13830157,0.14458932,0.39033353,0.4769793,0.23152283,0.08880848,0.04687458,0.04860932,0.10540812,0.11235565,0.07950133,0.17861015,0.23695324,0.13707332,0.0813036,0.07186171,0.0560019,0.07318386,0.08467983,0.08362899,0.0790267,0.05957151,0.08235756,0.23070353,0.26848686,0.14883417,0.16797176,0.18249972,0.10658152,0.07650293,0.06977281,0.07401235,0.09759736,0.10936541,0.10185904,0.6384502890852375,0.06418520212173462,0.1619507223367691,5.036266651094739,1.7672820910911393,1.5744989971836876,0.056391318432134734,0.013487921096384525,-35.988487,51.517162,8.26,0
136,0,165.22015,19436344,0.19269422,1583.1929078687,3.92,2.31,1.96,8.85,6.21,4.69,0.0358229126,1.2089235596,0.13014309,-491.1169921281452,18.0504910817,1307.701715,-7.303959,0.8395413,-0.0001435539,1.3960,88,0.439520570132815,1.208923559605412,2434.4102794540927,0.8395413,0.97148865,-0.00023559277,0.5184386,24.233362798895943,28,0.26308945,157.77398836879888,71.797485,32768,57,28.882662191086734,1.1749424595422238,8.730586199274073,3.053558825980872,0.036798099557284386,0.3388179811395674,0,0,8.877928483,2.548294287,8.055898068,20.139745171,26.63378545,21.126181669,24.98972462,10.768598438,10.604192355,0,14.13892314,2.71270037,2.7127003699,0.0,0.5513950194,0.4793376244,0.4715802458,0.4676783818,0.4520950847,0.5183583022,0.4372572331,0.406192008,0.377111917,0.4077839233,0.5424840565,0.438899206,1.362458944682052,9365334.0,0.4394996166229248,0.551429808139801,-9.632707,-9.330575,-10.164376,-10.59182,-10.774255,-12.997825,-12.998556,0.035709723830223083,0.5637817,0.10756864,0.14331062,0.07516231,0.01114267,0.003899,0.36550745368003845,0.03322548,0.03855308,0.0940389,0.22727145,0.24622133,0.13350998,0.07263921,0.06367064,0.09933227,0.1844537,0.1682819,0.07644457,0.04853876,0.04636195,0.06615162,0.09685055,0.0889377,0.08906933,0.14065345,0.11441506,0.05088019,0.0388053,0.03335172,0.10057665,0.29310465,0.26709613,0.0735634,0.02475955,0.0200279,0.0504271,0.13123265,0.13088207,0.07771559,0.08492196,0.07187275,0.04170077,1.0,0.0944259837269783,0.19735059142112732,2.242737614004024,1.975162439862711,1.3875203727983603,0.0506617192331481,0.09585344046354294,-31.923618,63.55622,3.13,0
117.45,-4.638451402,3.880674,209.0089,0.030724168,1275.1516820881,9.8,3.36,1.67,1.22,6.36,3.87,0.0215671409,0.9606156811,0.001974511,-579.3722435334604,18.5428343861,1291.587432,-0.0002106435,0.10232617,-0.0001576801,8.63,80,0.4766201217329,1.2758328360919025,2683.3171076818885,0.10232617,0.24877869,-0.000105755425,0.07848962,22.656072843671662,28,0.06836434,154.2303166009,42.370903,19210,58,-19.978291221278365,-2.3078624669168524,9.165368761377147,14.070555284619331,0.010783325877593203,0.4658565492590815,2.4488392,0.0001629444936986563,20.3980099502,0,11.1111111111,13.2669983416,35.1575456053,14.4278606965,44.776119403,22.8855721393,0.3316749585,12.4378109453,0,16.583747927,-151.81235011942618,4.638451401960485,0.4186114049,0.2620892315,0.2257655781,0.3005221314,0.3861595128,0.3114910143,0.3970943622,0.539480344,0.4437438296,0.3897677048,0.4143888541,0.4743996436,0.9822785358430386,3551974.0,0.3710726499557495,0.4633036255836487,-7.9880548,-7.74181,-8.998739,-9.893772,-10.101419,-12.110549,-12.110658,0.033297862857580185,0.34558257,0.31699854,0.33483276,0.03676823,0.0079301,0.00663139,0.5160287022590637,0.21887374,0.08811197,0.03437601,0.04226222,0.06082489,0.16894934,0.21721902,0.10365879,0.14651543,0.18135852,0.06175139,0.01441287,0.02105275,0.02186993,0.04402377,0.06121648,0.04022423,0.02139169,0.01367734,0.01499349,0.1335509,0.2321482,0.11609463,0.01735273,0.0145708,0.01495388,0.05928352,0.0842379,0.04892583,0.21524218,0.33256677,0.14238128,0.02363746,0.02187089,0.02779785,0.16855402,1.0,0.04290247708559036,0.27680858969688416,0.26266636398965726,0.26266636398965726,1.3156476575145277,0.05804988662131518,0.05882206931710243,-40.99944,54.02136,2.62,1
117.45,-0.4342626537,131.26988,5291.17,0.15992364,2160.3651688568,6.02,2.07,3.4,7.34,2.21,7.45,0.0534048169,1.092914365,0.014367848,-450.18117457829663,21.5846187737,1515.797148,0.0000186,0.68702495,7.1959994,1.5,83,0.9677745383867833,1.576515493665847,6101.088107554905,0.68702495,0.8672566,-9.148765e-06,0.48225492,26.83793334792607,23,0.38458288,135.16889390046305,32.054947,31170,29,-15.3903355300055,0.55040041033541,5.712076275545584,1.5298691056668758,-0.11187700598001576,0.31699357012656393,3.0438046,0.00018597856834717488,0,12.9834254144,6.4456721915,7.4585635359,10.0368324125,12.6151012891,57.5506445672,27.7163904236,14.2725598527,0,16.2062615101,14.1804788214,-2.732246495642562,0.43426265365756156,0.365322095,0.3689518923,0.2852059082,0.2492495902,0.2654871534,0.4127197666,0.5972843676,0.4396661821,0.3758787597,0.3877837208,0.5328836306,0.5015555003,0.8154526868862414,5519001.0,0.37993323802948,0.5051786303520203,-8.94389,-7.980449,-9.219547,-9.994455,-10.235731,-12.042423,-12.042647,0.01464543305337429,0.06707515,0.4758063,0.32274342,0.09159118,0.03258336,0.05891165,0.5268065333366394,0.0316436,0.0274602,0.13078335,0.21676134,0.14054392,0.13345458,0.19398944,0.10627721,0.01903184,0.01351212,0.01919245,0.10920533,0.21129331,0.11914887,0.01722619,0.02162273,0.01541418,0.04891142,0.07159723,0.03537679,0.03629464,0.06129653,0.03589575,0.0104187,0.01700542,0.02531479,0.22956586,0.44316402,0.24575058,0.02209035,0.00685642,0.01627201,0.11209675,0.19586562,0.13279612,0.06082463,0.03685087493040879,0.04192778468132019,0.2641412019729614,2.9717228687630275,2.9717228687630275,1.5902023900656046,0.05623145643799694,0.03396820276975632,-22.75446,48.100548,6.24,1
