"tempo(bpm)","Intensidade_media_da_musica","espectograma_medio","espectograma_maximo","energia_medio_rmse","brilhantismo_medio_spectral_centroid","Spectral_Rolloff_Point_Overall_Standard_Deviation","Spectral_Flux_Overall_Standard_Deviation","Spectral_Variability_Overall_Standard_Deviation","Spectral_Rolloff_Point_Overall_Average","Spectral_Flux_Overall_Average","Spectral_Variability_Overall_Average","media_do_zero_cross_rate","media_rhythm_strength","spectral_flatness","mfcc","spectral_contrast","bandwidth","percusiviness","magnitude","Cyclic_Tempograms_Based_on_a_short-time_discrete_Fourier_transformation","Strong Rythm","onset","onset_interval","average_onset_frequency","rolloff","power_spectrum","low_energy","harmonic","Cyclic_Tempograms_based_on_the_autocorrelation_function","octave-based_spectral_contrast","chord_variation","harmonic_flux","average_tempo","spectral_kurtosis","loudness_amplitude","sum_beats","strongest_beat","melbands_skewness","melbands_kurtosis","averaga_beat_spectrum","variation_beat_lenght","slope","entropy_spectrum","inharmonicity","pitch_histogram_C","pitch_histogram_C#","pitch_histogram_D","pitch_histogram_D#","pitch_histogram_E","pitch_histogram_F","pitch_histogram_F#","pitch_histogram_G","pitch_histogram_G#","pitch_histogram_A","pitch_histogram_A#","pitch_histogram_B","spectral_crest_factor","loudness_std","chromagram_C","chromagram_C#","chromagram_D","chromagram_D#","chromagram_E","chromagram_F","chromagram_F#","chromagram_G","chromagram_G#","chromagram_A","chromagram_A#","chromagram_B","regularity_rhythm","spectral_spread","spectral_dissonance","salient_pitch","spectral_valleys1","spectral_valleys2","spectral_valleys3","spectral_valleys4","spectral_valleys5","spectral_valleys6","spectral_energy","beats_loudness_band_ratio1","beats_loudness_band_ratio2","beats_loudness_band_ratio3","beats_loudness_band_ratio4","beats_loudness_band_ratio5","beats_loudness_band_ratio6","chord_stregth","hpcp1","hpcp2","hpcp3","hpcp4","hpcp5","hpcp6","hpcp7","hpcp8","hpcp9","hpcp10","hpcp11","hpcp12","hpcp13","hpcp14","hpcp15","hpcp16","hpcp17","hpcp18","hpcp19","hpcp20","hpcp21","hpcp22","hpcp23","hpcp24","hpcp25","hpcp26","hpcp27","hpcp28","hpcp29","hpcp30","hpcp31","hpcp32","hpcp33","hpcp34","hpcp35","hpcp36","dynamics","spectral_flux","loudness_flatness","roughness","spectral_brighness","sharpness","attack_time","attack","chromagram_centroid","loudness_centroid","loudness_flux","smoothness","Status"
112.35,-4.2810189157,49.669094,3196.8254,0.09093161,2564.5886265664,7.14,3.07,5.8,2.25,1.16,1.98,0.0717161196,1.5584701437,0.023727763,-382.3603850956468,17.7879349723,1689.914394,-0.0001074099,0.55649304,-6.3923603,1.7110,113,0.5428825396825396,1.5584701437344217,3113.9728368989454,0.55649304,0.60607195,9.198837e-05,0.25015706,23.924575364879185,26,0.2065364,148.30203951726318,39.68687,20017,51,16.005928297310703,-0.6070218876021042,5.875851128384545,10.104535952210426,-0.006335203953083099,0.31352680744731504,3.6970372,7.193794528923561,3.434113514,0.623484586,6.917709931,11.757137909,7.432332129,10.411202929,13.66717799,5.14622198,0.603691425,2.909594735,2.523628086,7.620367163,7.6203671631,4.281018915723069,0.631523975,0.6781856046,0.6659737777,0.7121960779,0.7019969444,0.6239326397,0.5757421904,0.5745199154,0.5739203768,0.6109407897,0.6096554137,0.5111211952,1.4730569021172373,5983794.5,0.4672759175300598,0.5560047626495361,-7.7084374,-7.756836,-8.041591,-8.352722,-8.38733,-10.592532,-10.592416,0.019007088616490364,0.31285888,0.0765319,0.1459048,0.21567671,0.1813266,0.09622572,0.4866639971733093,0.13996884,0.13070732,0.1205247,0.12135093,0.14807929,0.17622533,0.14317799,0.11128937,0.11183485,0.11672526,0.13249002,0.16162468,0.18166842,0.18398307,0.18595988,0.16660888,0.1474743,0.1536548,0.15173788,0.13916983,0.1237677,0.12164418,0.14474282,0.1747064,0.20025878,0.19124126,0.16371734,0.15701638,0.15851614,0.16849299,0.17341901,0.17338462,0.17097458,0.16653569,0.16995259,0.15390396,0.35771130547793273,0.08475673198699951,0.13332965970039368,7.3450800617279235,2.76385974623231,1.6750819375154629,0.052193526378102977,0.03142082318663597,-28.049923,69.423164,7.01,0
11.35,0,47.575817,14585738,0.16558343,2585.8832683302,7.06,1.26,1.36,1.72,4.74,3.51,0.0685883986,1.3890575491,0.01860246,-380.5104780318972,18.986496547,1628.078055,-4.197714,0.96314675,-2.839954,1.5930,133,0.5413436485705393,1.389057549147248,3640.427986830012,0.96314675,0.9083854,-2.4076492e-06,0.5544976,25.64070748530858,26,0.18820176,143.059352499885,124.45363,32768,52,16.438587115346778,0.6242041168831755,5.345156006432111,3.993096699938178,-0.012670407906172014,0.3695691982950102,3.537174,0.00018370181053627979,0,3.692101141,6.06399642,23.204296263,20.205862609,30.252852987,40.165585142,19.288431416,19.534571493,4.430521369,4.967554263,15.864846722,15.8648467219,0.0,0.4851035771,0.4308100621,0.4225511678,0.4716643583,0.5252137994,0.5762632747,0.6191879519,0.562426372,0.5194370505,0.4761345077,0.4805199721,0.5240001587,1.4864003771997942,6093650.0,0.4575399160385132,0.5440197587013245,-7.9132543,-8.147147,-8.4317875,-8.396174,-8.445078,-10.694494,-10.69402,0.02955690212547779,0.45764422,0.07770834,0.14469889,0.19428127,0.11026215,0.05327325,0.49483951926231384,0.1235388,0.13512905,0.10422334,0.07968165,0.08761839,0.07551172,0.10701464,0.22847794,0.21252304,0.11096505,0.08968075,0.07443779,0.08969126,0.13982682,0.12033227,0.08120956,0.10022709,0.07839929,0.05964925,0.11080445,0.12388416,0.10592068,0.16334704,0.14983343,0.08911727,0.12476545,0.14619106,0.14029776,0.21585123,0.22163698,0.13939275,0.11449011,0.12247143,0.14102551,0.1787907,0.16113092,0.054147490094185846,0.0868581011891365,0.15848860144615173,8.900658156115936,0.3099080779000184,1.6105316237106746,0.048185770548821005,0.025857415050268173,-20.5769,57.623104,6.04,0
99.38,0,67.10461,11443905,0.17017442,2614.3094911085,6.9,1.36,9.4,1.74,4.11,3.58,0.0755233528,1.3154101613,0.005729777,-311.93823720803874,19.474202435,1788.061898,-0.0003483706,1.095488,-0.0002011121,1.1840,106,0.607588813303099,1.3154101613113924,2978.5819889222134,1.095488,0.959286,-5.217985e-05,0.6463875,26.082300856074237,28,0.33535367,146.81551102064063,71.858055,32768,49,15.589845142336758,1.6293490807424877,5.922408173193131,5.543131906539202,-0.007009161820432364,0.25553616481127445,3.5224702,9.901462580198046,1.411491199,2.341414812,7.240119562,11.956160744,41.697110594,9.099966788,54.832281634,9.614745932,3.221521089,29.740949851,0,9.133178346,9.1331783461,0.0,0.4499307158,0.4771934772,0.4826251507,0.4437205684,0.4557023395,0.4472915063,0.5571733487,0.5889406794,0.5645229872,0.6655090947,0.5242726185,0.4352091413,1.4708445373532695,5553010.0,0.4623945951461792,0.5262669324874878,-7.149382,-6.9311957,-7.55693,-7.6535077,-7.875921,-10.027824,-10.02787,0.03180137276649475,0.30746502,0.13280182,0.15964963,0.19840099,0.1481801,0.10899591,0.48540419340133667,0.20879288,0.35783383,0.2683092,0.08873069,0.05039005,0.0469365,0.10436947,0.18383248,0.15506135,0.10235814,0.09640466,0.07528871,0.10643837,0.1402385,0.0922598,0.10590265,0.1702851,0.12115368,0.05637128,0.04418375,0.03725553,0.07783977,0.17966248,0.16616063,0.07479142,0.05181291,0.05125899,0.12807006,0.21722594,0.18927625,0.18299156,0.22074513,0.17181668,0.114287,0.10165592,0.11069006,0.1208340820649747,0.09092814475297928,0.1250178962945938,11.233815258166688,4.262392801399337,1.6417753923168437,0.061773841612116555,0.04227391630411148,-36.121384,60.342922,8.01,0
129.2,-10.9272066401,3.9166565,1170.2915,0.036065936,2206.7593541175,6.39,9.45,3.14,1.44,1.9,7.99,0.0575204383,1.2465840534,0.002236626,-486.605296559055,17.1608911439,1600.172569,-2.3335186,0.21730018,-2.3926843,1.5090,81,0.46121204037170427,1.2465840534483805,3197.014001427051,0.21730018,0.2959059,-2.0821686e-05,0.12104864,22.197063575617737,21,0.04156615,140.6487221659919,159.76204,9313,52,19.250389923904127,-2.2704121604751926,8.73952766992562,11.98841381072998,0.0,0.46226301340359893,3.002485,1.3973348584858972,14.349446923,0.195563161,11.831571228,14.86280022,22.39198191,34.504675182,60.477907474,14.043879484,0.721139155,6.539143189,2.505652998,1.527837194,1.5278371937,10.927206640095925,0.5925018971,0.5962782101,0.5493431006,0.4995478713,0.5134778834,0.5015762506,0.5175584352,0.5586184151,0.4989267926,0.5374915953,0.5036843771,0.4719026748,1.4046387776855513,4759603.5,0.45409899950027466,0.530336320400238,-7.1484876,-7.2219615,-8.131398,-8.482463,-8.430657,-10.965952,-10.966086,0.020881999284029007,0.4431561,0.21132924,0.2076282,0.05486382,0.09581929,0.06431216,0.4573112428188324,0.19799004,0.13712065,0.0946345,0.10976283,0.09046832,0.06142753,0.06416212,0.06588683,0.15603538,0.22479564,0.1507576,0.11209859,0.16010357,0.13591261,0.15263793,0.22460476,0.17554694,0.11436734,0.09069955,0.07621267,0.1147368,0.14172511,0.09841592,0.11221699,0.13450909,0.08929621,0.07981761,0.08315679,0.08754548,0.20387037,0.2594413,0.14033069,0.05970453,0.05488024,0.06960665,0.14914759,0.06676018284021458,0.06838975846767426,0.17029322683811188,10.245624716386121,1.9794197648048522,1.6104189941945035,0.06736653509140261,0.03875342383980751,-47.102913,62.036133,5.8,0
123.05,-8.3188388246,6.3944497,1589.1613,0.052888215,1951.6487370648,7.56,1,2.81,1.39,3.06,1.12,0.0499679518,1.2722129008,0.0020772552,-483.5883703072146,15.8149891295,1316.162222,-0.0001786512,0.31439534,-9.28259,7.3570,138,0.4779440665154951,1.2722129008231224,3735.110747629644,0.31439534,0.41528144,-1.3943605e-05,0.18490319,22.80734170033845,28,0.07698818,137.99428956909145,44.07789,12575,61,6.000565871080486,-1.1489049029408216,6.871569642158281,7.579008062137291,-0.04528996868588625,0.39062692549781985,2.8349535,1.0933406116447337,16.102814183,7.396119069,15.259575333,14.182667886,26.709336584,13.654373667,29.61495479,19.038910901,20.928578685,1.188661993,13.623895154,9.295946358,9.2959463578,8.318838824635058,0.6491050972,0.6071269883,0.5237960784,0.5260403573,0.6426950836,0.754174979,0.7134053959,0.671435566,0.6512671618,0.5786274753,0.5257320837,0.5453661653,0.60194210108866,3968315.5,0.47706785798072815,0.5867536664009094,-6.255789,-6.673008,-7.077026,-7.299542,-7.8197203,-10.754026,-10.753951,0.030887123197317123,0.619253,0.17554183,0.07397882,0.09135772,0.06138238,0.03834507,0.5134245753288269,0.12835957,0.10573766,0.10069412,0.09501375,0.09876347,0.10139155,0.10077555,0.11107759,0.16248094,0.24469845,0.23119608,0.14843085,0.12298177,0.11956411,0.09959856,0.09250142,0.10522578,0.10284667,0.09557062,0.09914412,0.12055025,0.15340652,0.16436824,0.17023776,0.22137268,0.24202047,0.19040938,0.15205562,0.14611818,0.17744295,0.21379398,0.20403558,0.17393136,0.17351753,0.18216996,0.16523778,0.6031716294623934,0.09864025563001633,0.1687041074037552,11.882488313988581,2.8527207785500845,1.5781712213564387,0.052160767688717934,0.07865959405899048,-47.463776,58.11973,5.53,0
103.36,-0.9657193798,51.42669,6483.8027,0.122654706,1964.4211204206,3.06,1.51,1.31,5.4,2.62,2.95,0.0408425346,1.250218426,0.001566497,-427.692732677181,18.5517416307,1503.487764,-5.0057133,0.5377671,9.734741,1.2640,131,0.5726040816326531,1.250218426048868,2947.415510714977,0.5377673,0.7402129,2.1471225e-05,0.31778675,25.41255106036957,28,0.10577029,150.43669716748042,64.449135,29320,51,15.80800889445632,-0.39694438171405483,7.411257544683878,4.095718152821064,0.006604787100024825,0.07109962437143467,2.4618292,0.0001766859051412,4.538320691,8.291917342,13.928851687,10.227569971,23.750980905,22.116139158,53.269683495,14.177347633,9.102798849,20.115092859,5.597698143,8.828145436,8.8281454355,0.9657193798125518,0.3840492828,0.3843801992,0.3849902642,0.3499681328,0.4261072284,0.5148490198,0.6281786567,0.6225364557,0.4928206437,0.5187574414,0.4023190825,0.3441825928,1.4635883335690751,5106220.0,0.4563203454017639,0.5500169992446899,-6.630373,-7.4288554,-8.670607,-8.858283,-8.813378,-11.091242,-11.091371,0.03181568905711174,0.7352901,0.21402349,0.0577689,0.01902646,0.02320589,0.02952624,0.48039790987968445,0.28654414,0.14269756,0.03810274,0.02884203,0.02348822,0.04990974,0.10300625,0.08389987,0.09476939,0.11389349,0.05900603,0.05414095,0.08442905,0.06881057,0.07868386,0.14834152,0.1121847,0.0361523,0.02465982,0.03804144,0.10693054,0.149186,0.10113928,0.10066555,0.1216716,0.09457385,0.16380784,0.26000994,0.18797447,0.15719143,0.22768545,0.15288681,0.05814011,0.05514265,0.06323102,0.20106854,0.27077132016214084,0.07099739462137222,0.20996303856372833,1.359903929266089,7.1610430449607145,1.4607654605560358,0.05299821709854425,0.04419547691941261,-34.092186,58.735844,2.60,0
112.35,-6.7478864686,3.3208125,1576279,0.024705902,1533.1875550606,6.02,7.32,2.48,9.03,1.54,6.2,0.0360050733,1.1427365184,0.0026976415,-535.1132058470448,17.8696984163,1406.221121,-0.0002924402,0.108798616,-0.0001664695,7.6680,60,0.5501343101343102,1.1427365184306761,4142.841615470201,0.108798616,0.21187225,-4.2774107e-05,0.07275997,22.29432434634275,23,0.0363255,154.3420601991805,102.08242,15068,53,12.028047169090817,-2.3395941988455933,9.377193468578,13.59171586332377,-0.018601237138845424,0.5278039776848362,2.6852753,5.051988164895682,3.544385371,8.200418882,1.578862575,26.002899952,21.121314645,23.811825358,31.029482842,5.961011761,9.843724827,0.821652972,7.491541808,16.014177541,16.0141775415,6.747886468569758,0.5145608165,0.5835447494,0.5214984974,0.4817529894,0.4945469486,0.5769612267,0.6438681191,0.5977090886,0.5163906862,0.4502137617,0.5453575326,0.5800540796,0.8576386967882874,3840118.75,0.43173748254776,0.5873978137969971,-7.3996677,-7.6525626,-8.470382,-9.015304,-9.318426,-11.8552,-11.855201,0.015122968703508377,0.35013795,0.41619393,0.13292235,0.11132162,0.0286335,0.03102794,0.5094638466835022,0.08147781,0.08005413,0.10116494,0.14920445,0.15228395,0.15507239,0.2992503,0.27925146,0.11844441,0.08931526,0.09205107,0.1086461,0.2833626,0.3312021,0.16939056,0.10315909,0.10242572,0.1182781,0.14813663,0.15644635,0.15620977,0.1872126,0.16948341,0.15613288,0.15325525,0.14257127,0.16055746,0.2800838,0.2989757,0.171012,0.11374923,0.09456672,0.1233139,0.16764021,0.1486776,0.10236106,0.5804524328792633,0.05028162896633148,0.20232312381267548,1.0721110253536856,5.3093575780697995,1.3047797652916249,0.05727588813303095,0.02904878929257393,-44.103664,46.804848,3.84,0
99.38,-0.9787639295,12.387115,2239.3176,0.077125065,3270.7169614725,9.1,1.01,2.7,4.4,6.41,1.39,0.1368706765,1.457794991,0.002785225,-342.95683353236143,18.0000292101,1974.156413,-0.0002812863,0.64833814,-0.0001817343,1.2920,93,0.5945275888133031,1.4577949910059542,3083.88135219137,0.64833814,0.55296993,-8.040215e-05,0.27178726,24.53031424867226,24,0.17511386,144.80756671975473,157.73347,29276,49,17.86540319534244,-0.5280033189208528,5.179655533426335,9.938687842339277,2.10359318777412e-15,0.16322291233442565,4.395997,0.0001148817116214673,18.072374982,0.170964525,3.234078929,17.95127511,27.724747115,32.070095455,59.723607351,12.65137484,14.731443226,0,6.411169682,3.967801681,3.9678016812,0.9787639294714507,0.6782338811,0.6000565216,0.5560755635,0.5799854244,0.5589408976,0.5531891174,0.5793520524,0.698816713,0.6724526655,0.5114081522,0.472930083,0.5314882752,1.777876843102081,6702720.5,0.47557055950164795,0.5863965749740601,-7.514211,-7.291799,-7.3459363,-7.373663,-7.3158436,-9.5192,-9.519236,0.02137008309364319,0.35316318,0.06981655,0.08006799,0.11528397,0.11299074,0.29703385,0.5293086171150208,0.12647445,0.08825519,0.08840141,0.11025381,0.11517132,0.11346044,0.12392614,0.12741531,0.18019886,0.30243033,0.2769332,0.15822954,0.13732159,0.13876033,0.1317333,0.17406261,0.19236714,0.16046607,0.19182345,0.19291012,0.13098197,0.10872005,0.12403101,0.15276046,0.17777787,0.1599424,0.13763046,0.1288919,0.12206208,0.1491576,0.26179928,0.28329295,0.1768068,0.18217924,0.21607825,0.18032984,0.7430521666597634,0.08999862521886826,0.11458352208137512,37.114762811785305,1.8228755548969426,1.9328018385840775,0.04968570940921178,0.04906294122338295,-45.77588,48.67393,1.25,0
92.29,0,80.26273,14969522,0.16108023,3354.9316424086,9.74,7.16,5.72,3.05,2.96,3.41,0.1147517626,1.5490137096,0.014478699,-335.9627986231076,18.7429869527,1785.605954,-0.0001117484,1.190186,-5.6749483,1.5370,104,0.6435244574020084,1.549013709609477,2962.332087183146,1.190186,0.8903406,-1.2329337e-05,0.4930995,25.497230772386917,22,0.23078036,139.16194920440637,72.121544,32768,43,23.661893166351888,0.701776134426894,5.989130303682715,4.406946092844009,0.0,0.13807600049637608,3.9667597,0.00011482967166821717,18.292045573,0.418103899,5.832549389,21.28148845,17.372216996,20.068987143,37.587540504,17.706700115,6.271558482,0.334483119,2.132329884,2.006898714,2.0068987143,0.0,0.5584731099,0.5915812743,0.4810023516,0.4741602536,0.4916177199,0.4385684588,0.4132533175,0.5238896367,0.6980824782,0.6704237812,0.5437116002,0.5083031054,2.089520529300805,6379447.5,0.47108298540115356,0.5548840761184692,-8.091108,-8.0015745,-8.226464,-8.027715,-7.7971573,-9.87907,-9.8785515,0.017247604206204414,0.54287696,0.07065243,0.07063599,0.09220291,0.10121708,0.13765673,0.6069565415382385,0.1779767,0.11500796,0.10859109,0.13067363,0.13169798,0.12769438,0.12582025,0.10349501,0.10463415,0.11768032,0.13011082,0.20903704,0.27443954,0.19774644,0.10427705,0.08060779,0.07836452,0.09952758,0.13592118,0.14739944,0.18783906,0.21396193,0.1500058,0.11093723,0.10341417,0.08368888,0.08828942,0.09381989,0.08370368,0.0857742,0.10543606,0.1278622,0.23482831,0.32089958,0.2269882,0.18652432,0.6981502211820368,0.07517412304878235,0.13371983170509338,18.59521111757774,1.4121848825923011,1.8031707472433798,0.056040467469038874,0.05676520615816116,-35.172623,56.008686,1.16,0
89.1,-0.5908808693,27.735054,9288829,0.14341035,2516.5187925305,3.6,8.5,9.8,7.96,2.26,3.7,0.0682441074,1.7176987875,0.0020728668,-394.75499764925036,17.6147155987,1578.783095,-0.0001520758,0.7103054,-0.0001787202,7.4380,120,0.6647387016822233,1.7176987875226433,5902.98930543126,0.7103054,0.7892166,-0.00020448561,0.31568494,24.202999203053228,28,0.0859544,135.7931182715311,267.79312,30613,44,31.47607917009932,-0.5618320846960819,6.1536894011025005,5.797737326472998,-0.007683119687786332,0.3004366265867445,3.0297222,0.00010348593382593043,4.599027446,0.049451908,7.97824116,9.791477788,44.144069892,20.47308992,30.346987555,21.528063958,8.340888486,5.324322097,3.873732795,21.561031896,21.5610318965,0.5908808693489985,0.4822281839,0.44844369,0.4803533861,0.5688128331,0.7975159835,0.7223296313,0.5196613907,0.4565367419,0.4441679565,0.4239369592,0.43155938,0.4306574195,2.545302253199005,5184442.0,0.4786953926086426,0.46705588698387146,-7.646839,-7.935694,-8.222686,-8.301097,-8.272953,-10.783927,-10.783902,0.02842443250119686,0.5468171,0.05297615,0.07398891,0.07828727,0.11232464,0.14371143,0.4286218285560608,0.11784296,0.13345619,0.1205497,0.09719032,0.09444901,0.10463882,0.13142145,0.13527712,0.10536924,0.09105613,0.10965846,0.11732598,0.0992581,0.08325034,0.07265981,0.08108694,0.11073497,0.11312864,0.10228663,0.11697344,0.14859797,0.19591554,0.23650397,0.290052,0.30048287,0.20363615,0.12522328,0.12198245,0.13926767,0.13813,0.14814106,0.16762586,0.14305164,0.11220303,0.10211677,0.10468627,0.2959206010590975,0.08635418117046356,0.18849535286426544,3.340888211594301,5.8647544933873705,1.652201377808901,0.05243839758125478,0.0202067568898201,-15.604006,56.55101,5.93,0
89.1,-9.7180766907,5.3503914,1541.4972,0.03716697,2472.5160337763,3.72,9.02,3.3,8.39,2.6,9.58,0.0863879886,1.3302909361,0.020396778,-483.61326330782504,17.2535609652,1733.945007,-4.297859,0.18686445,-1.8028037,1.3450,86,0.9090182245737801,1.3302909361002353,6596.960109084753,0.18686445,0.2955169,-3.3095832e-05,0.094481155,22.17475090465987,25,0.053046905,134.21823601973688,44.335907,10704,28,27.962416124254812,-2.4816799972416725,9.543813338017063,7.002744287252426,-0.007952702834726202,0.32743261481852015,3.0307827,0.00015240074523166727,6.983930779,0,0,47.8368356,0.185414091,14.276885043,0.185414091,72.496909765,12.669962917,0,3.028430161,0,0,9.7180766907194,0.8012654992,0.6339150324,0.5718742791,0.5770200643,0.4710520381,0.3577537249,0.3781000614,0.4232420369,0.4594093261,0.4080969755,0.3559604582,0.3860863652,1.8053207848648523,6510738.5,0.4591043293476105,0.5206066370010376,-7.7381477,-7.9521537,-8.657401,-9.011869,-8.962597,-10.990897,-10.991104,0.03398454189300537,0.34206125,0.05643159,0.14622541,0.18487166,0.10767629,0.17941941,0.5271302461624146,0.06369726,0.06244081,0.06564744,0.12473372,0.14165986,0.08510973,0.07064241,0.08092822,0.176723,0.3308578,0.2825339,0.14366724,0.09339293,0.06419567,0.0681726,0.07680534,0.08684053,0.11977474,0.27382383,0.29756743,0.12935185,0.07561082,0.07019971,0.05922221,0.06701232,0.06954797,0.06812328,0.06842303,0.06822789,0.07412106,0.08592702,0.08067875,0.06736308,0.1294683,0.179889,0.11607438,0.0483810726487069,0.08271156251430511,0.19150835275650024,1.9583442435961615,4.253489966175634,1.6246036352282633,0.0558898908400568,0.03812277689576149,-18.72139,66.99536,6.50,0
107.67,-1.761873584,0.1013378,7958.3394,0.041790295,1864.2900265894,2.94,1.75,3.39,3.05,3.43,8.96,0.0526202411,1.3033628322,0.020763453,-472.76147175993395,15.9805479653,1298.018102,0.0016641486,0.2440265,0.002566002,3.7950,109,0.4261985224197206,1.3033628322047237,3923.617941085768,0.2440265,0.33183765,0.0034776947,0.11315015,21.764063589163438,23,0.09929514,156.43964553812415,1310.9772,26752,63,9.01367110635385,-1.3854900442544074,7.781649658810905,4.696666955016553,-0.0071439533939065885,0.31981306425860795,3.5616322,0.0001727537824460037,6.352558895,0.113728676,17.44922827,29.813160032,31.762794476,22.079610073,38.570268075,15.060926076,0,18.245329001,0.048740861,10.056864338,10.0568643379,1.7618735840159112,0.5214361191,0.5475939039,0.6356276408,0.5613925544,0.4921242222,0.5801320251,0.5958721579,0.5464475949,0.4828745816,0.6259487947,0.7865033077,0.6275780877,0.8079972200622907,4231820.0,0.45480477809906006,0.6512826681137085,-7.9376435,-7.1241894,-8.142333,-8.5644045,-8.898729,-11.541651,-11.541595,0.011503790505230427,0.1735277,0.2906412,0.25933707,0.10732467,0.05263011,0.15189973,0.5509117245674133,0.25556445,0.23751111,0.27364805,0.21859755,0.1411293,0.12993471,0.1325944,0.14439595,0.18093352,0.16456099,0.10972013,0.11564355,0.12971829,0.16722548,0.2709627,0.25892434,0.1764694,0.17175579,0.14353248,0.11004309,0.11146005,0.11745906,0.14366235,0.22608283,0.23549949,0.19107075,0.23350306,0.19174558,0.12519038,0.15387383,0.14182848,0.10688743,0.10055505,0.09761387,0.12338651,0.22603226,0.8322873356013197,0.05646231025457382,0.1453782320022583,4.521427340777737,13.735578095662362,1.7938799049240697,0.050487424327529166,0.029737180098891258,-33.871403,48.48039,6.53,0
117.45,-2.1584613831,26.046715,4809.0923,0.06982261,2430.2620639997,7.44,4.49,5.62,3.48,8.35,1.43,0.0826332872,1.4690616286,0.0019498019,-458.16366561874713,18.0047627826,1303.572675,-0.0001365444,0.45048544,-7.63076,1.2410,117,0.5187250246010354,1.4690616285975067,2128.6871281201625,0.45048544,0.49004337,-1.6516236e-05,0.21782131,25.181096007278473,25,0.17351277,143.23914980358484,97.012695,25558,54,16.936407249812987,-0.9132771997306066,5.772847548380046,6.564472928643227,0.005796037659205459,0.2114490615374993,3.8650417,0.00014992783608905208,11.641443539,0.465657742,2.949165697,23.515715949,10.865347303,32.867675592,49.708963912,32.712456345,8.381839348,1.94024059,19.247186651,0.504462553,0.5044625534,2.1584613831352866,0.4921188613,0.5008625364,0.5704244787,0.5911923625,0.4975722709,0.4599477186,0.5280023426,0.6181809501,0.5895409518,0.5515474563,0.5944430833,0.546739458,1.5202147313239447,3590340.0,0.47434404492378235,0.5827061533927917,-8.21649,-7.9522853,-7.9864745,-8.060909,-8.126654,-11.721275,-11.721409,0.01174372062087059,0.23853764,0.10304668,0.14221337,0.20410316,0.21759166,0.13364641,0.4645388424396515,0.1628034,0.15479973,0.15457518,0.18350038,0.22181694,0.19003002,0.15150136,0.14949585,0.1440828,0.1443913,0.15102363,0.1477127,0.1376982,0.13069902,0.13400114,0.16725121,0.19375418,0.18548107,0.20270063,0.22886302,0.19167303,0.14143544,0.12189196,0.11156724,0.11167362,0.13544561,0.15075079,0.15461846,0.15688588,0.15913224,0.20938198,0.26762608,0.2533744,0.20495202,0.20115402,0.1937421,0.9564723112925553,0.06237969547510147,0.15887397527694702,9.18737737272844,1.9760160609657647,1.7208509786783508,0.05656142798999932,0.010631736367940903,-41.51477,55.120884,9.81,0
129.2,-10.544956694,8.359461,1771.2074,0.025811765,2051.9753480063,1,5.41,1.54,2.16,1.19,5.76,0.0598764331,1.2737430683,0.0020158608,-516.5918401568031,18.5075830751,1516.974759,-0.0002577843,0.14572594,-0.000151475,1.8570,58,0.46943008314436885,1.2737430682613675,2798.5997439168923,0.14572594,0.22410966,-4.5083394e-05,0.09040993,23.378802113202294,23,0.096650176,144.49031305999875,43.415596,9732,61,15.111544424798309,-2.1464810496934836,8.309105969254817,11.760528706014156,0.0,0.563470449676153,3.4600415,8.79232577048557,6.295889949,10.270908937,4.456072242,22.533547135,25.040087771,17.773651785,45.978563592,7.241117394,26.398852224,7.148282555,5.916111064,11.005148114,11.0051481138,10.544956694018738,0.4767469358,0.5363883951,0.4704110967,0.4568445289,0.5091740384,0.5024429746,0.4892402761,0.4467931733,0.4864171946,0.4111691384,0.4463128758,0.5224889747,0.8780484497642881,4163259.0,0.4598383903503418,0.5365394949913025,-7.5879283,-7.138897,-7.6977534,-8.246274,-8.533994,-11.154012,-11.154012,0.01662079244852066,0.2897684,0.21981414,0.17599458,0.17311177,0.13807999,0.0490353,0.5316237807273865,0.12098999,0.10023642,0.05671711,0.07272622,0.08901864,0.12310917,0.21935306,0.18268597,0.07472591,0.0722698,0.07588926,0.11077619,0.24373482,0.27574378,0.15680578,0.08883671,0.06598179,0.08367552,0.14226264,0.14658822,0.1524647,0.21587144,0.17386393,0.10980293,0.10336085,0.08476595,0.13263257,0.25110877,0.20794763,0.08817787,0.06869966,0.05866277,0.09058261,0.22604011,0.24207851,0.12603126,0.6179988323381521,0.06672142446041107,0.17501237988471985,3.758182339729464,2.436414199615625,1.5219827648803645,0.06045195089530073,0.01975899003446102,-30.075565,53.74489,7.17,0
