MIDO
MIDO
MUSIC21
MUSIC21
MIDO+CALCULO MATEMÁTICO
LIBROSA



MUSIC21

MUSIC21
NADA


NADA
URL

Essentia
Essentia

Essentia
Cauculo
LIBROSA
Librosa
LIBROSA+SCIPY
LIBROSA+SCIPY
LIBROSA

LIBROSA


LIBROSA
LIBROSA
LIBROSA
LIBROSA
LIBROSA
LIBROSA


LIBROSA+CALCULO
JSYMBOLIC

LIBROSA
LIBROSA E PYDUB
LIBROSA+CALCULO


Essentia
CALCULO MATEMÁTICO



TIMBRAL_MODELS
LIBROSA
LIBROSA
Essentia
AudioCommons Timbral Models
LIBROSA
LIBROSA

CALCULO
PROJETO GIT

LIBROSA+SCIPY.WAVE

Esssentia

LIBROSA
MDFC
LIBROSA
LIBROSA

LIBROSA
PYDUB
PYDUB
PYDUB
AudioCommons
PYDUB+desvio_padrao
LIBROSA
LIBROSA
LIBROSA
Essentia
LIBROSA
nada
LIBROSA
LIBROSA
LIBROSA
Essentia


Essentia

wav.signal
jAudio
LIBROSA
LIBROSA


Essentia


jAudio
LIBROSA
Essentia

jAudio
Essentia
LIBROSA+essenta+pydub

SCIPY+LIBROSA
NADA
NADA


NADA

SCIPY+LIBROSA
NADA p/ audio
NADA p/ audio
Essentia
