0.15931857,0.0660001,0.06775419,0.34989473,0.03960475,0.3302819
0.13072209,0.3278502,0.23470542,0.20823123,0.0864511,0.07599773
0.5290314,0.16940169,0.13545951,0.10497134,0.05819659,0.05874375
0.09919438,0.30750212,0.25705633,0.23694323,0.09030796,0.01636336
0.33038875,0.13946299,0.19429275,0.1491956,0.12930162,0.10671396
0.41715777,0.11498461,0.1437244,0.21549718,0.09858037,0.06777588
0.79713786,0.10799543,0.04687195,0.03090641,0.02392618,0.0533152
0.45779988,0.03763189,0.06010202,0.10582899,0.086899,0.27749354
0.44159025,0.1668327,0.09091656,0.15738694,0.13116588,0.03949904
0.37865034,0.07820742,0.16110054,0.2147077,0.11189829,0.08917783
0.31285888,0.0765319,0.1459048,0.21567671,0.1813266,0.09622572
0.45764422,0.07770834,0.14469889,0.19428127,0.11026215,0.05327325
0.30746502,0.13280182,0.15964963,0.19840099,0.1481801,0.10899591
0.4431561,0.21132924,0.2076282,0.05486382,0.09581929,0.06431216
0.619253,0.17554183,0.07397882,0.09135772,0.06138238,0.03834507
0.7352901,0.21402349,0.0577689,0.01902646,0.02320589,0.02952624
0.35013795,0.41619393,0.13292235,0.11132162,0.0286335,0.03102794
0.35316318,0.06981655,0.08006799,0.11528397,0.11299074,0.29703385
0.54287696,0.07065243,0.07063599,0.09220291,0.10121708,0.13765673
0.5468171,0.05297615,0.07398891,0.07828727,0.11232464,0.14371143
0.34206125,0.05643159,0.14622541,0.18487166,0.10767629,0.17941941
0.1735277,0.2906412,0.25933707,0.10732467,0.05263011,0.15189973
0.23853764,0.10304668,0.14221337,0.20410316,0.21759166,0.13364641
0.2897684,0.21981414,0.17599458,0.17311177,0.13807999,0.0490353
0.30537698,0.15670547,0.14110588,0.1214397,0.15865436,0.15103894
0.33551422,0.21765056,0.2046237,0.12784669,0.06265975,0.12208433
0.44387037,0.23772457,0.1218002,0.06897113,0.0564832,0.13170953
0.21683924,0.29005212,0.20195508,0.1007476,0.06308831,0.16343479
0.1929034,0.14344317,0.33893988,0.20290399,0.07906548,0.06186943
0.55095285,0.22439037,0.08509788,0.05415631,0.03560848,0.05234062
0.6371793,0.26277134,0.04918633,0.02749225,0.03671627,0.08577877
0.31673235,0.19992968,0.1253472,0.08629438,0.08303703,0.18517701
0.29491612,0.2301955,0.22111401,0.14103521,0.07116353,0.10730948
0.31610152,0.25965896,0.11107487,0.15899754,0.10527145,0.04343684
0.68934804,0.15189919,0.11280452,0.02070967,0.02058599,0.04465263
0.28002557,0.21762325,0.19977844,0.17285495,0.08822973,0.07321173
0.50617933,0.18071534,0.14347214,0.08907237,0.03839268,0.0663611
0.20726502,0.2505621,0.16939676,0.11394042,0.12762,0.16100502
0.55473024,0.20827454,0.12787634,0.06484621,0.02652538,0.03678245
0.13384944,0.18058956,0.14367107,0.08433401,0.07753557,0.39325887
0.46524197,0.14650051,0.05318172,0.02671376,0.05907639,0.2780504
0.36003166,0.12523924,0.108524,0.10185419,0.135261,0.21140909
0.5334191,0.15539587,0.10352559,0.04933789,0.05294773,0.14094308
0.2717405,0.14898558,0.1367669,0.05810622,0.02206688,0.37541533
0.51454115,0.3457305,0.07297061,0.03490758,0.02063497,0.00511753
0.53673,0.17494287,0.10681059,0.07487499,0.05551951,0.08662905
0.08928899,0.23898132,0.20177017,0.10547698,0.1353128,0.26644665
0.6038257,0.16439615,0.1148796,0.07957246,0.03543512,0.01900962
0.23391515,0.11997958,0.30101624,0.24195985,0.07556584,0.05213149
0.5637817,0.10756864,0.14331062,0.07516231,0.01114267,0.003899
0.34558257,0.31699854,0.33483276,0.03676823,0.0079301,0.00663139
0.06707515,0.4758063,0.32274342,0.09159118,0.03258336,0.05891165
0.48439336,0.26468265,0.12281372,0.05522199,0.05792535,0.10890052
0.30203578,0.52461004,0.12316472,0.04164777,0.0041563,0.03698231
0.18910989,0.22502862,0.19512999,0.24525577,0.20153295,0.00399064
0.34483114,0.40601522,0.1425237,0.10086795,0.03880345,0.05526613
0.48557714,0.23744293,0.24093057,0.09181293,0.00780788,0.005672
0.30674523,0.3700357,0.13543256,0.05892983,0.03891628,0.19379945
0.38822487,0.31369188,0.20174003,0.06699359,0.0614491,0.00630821
0.17707679,0.6314219,0.20212498,0.10510132,0.00842163,0.00168752
0.64835095,0.2808033,0.09612149,0.01570594,0.00879297,0.02872733
0.62591594,0.11163963,0.12765263,0.12018566,0.0397962,0.00923134
0.25372863,0.08487759,0.4035952,0.155971,0.05741621,0.06247988
0.05759731,0.51376444,0.2759901,0.09885649,0.03608389,0.01965444
0.14779858,0.349062,0.2707542,0.1394343,0.04272686,0.08808703
0,0,0,0,0,0
0.15930568,0.5267441,0.26039445,0.04178115,0.03271848,0.08090665
0.17777675,0.24358493,0.47422102,0.1924743,0.01523328,0.00607396
0.06530125,0.55392677,0.28668416,0.06542183,0.01684074,0.00438328
0.3273889,0.28559786,0.2747422,0.08561107,0.01759708,0.09761474
0.17747745,0.2905839,0.15476672,0.05849963,0.03236852,0.13049123
0.22649205,0.23172365,0.26531333,0.16396935,0.14666429,0.03538638
0.12805122,0.4351171,0.26134938,0.1640944,0.02758802,0.01381896
0.1954086,0.54031396,0.158838,0.10298305,0.02252366,0.00774185
0.3599809,0.42662138,0.10659745,0.03273089,0.02125305,0.07218271
0.7912675,0.06458426,0.06212344,0.0720285,0.01325791,0.00976027
0.07714945,0.432227,0.3374245,0.16215695,0.03685303,0.00316965
0.49531108,0.2530178,0.08942867,0.02526992,0.0140641,0.00666257
0.73400086,0.2681521,0.02845326,0.00552719,0.00427897,0.00728725
0.01318432,0.264398,0.4444548,0.0180634,0.00229191,0.02974645
0.25206658,0.31228748,0.28217265,0.17767476,0.06332025,0.03839201
0.3949382,0.24016345,0.10010348,0.05604459,0.0708058,0.22260138
0.30853936,0.36542508,0.25988063,0.09575443,0.03215985,0.02661951
0.08121195,0.5641637,0.3249501,0.06955874,0.01273484,0.07403788
0.62007725,0.1841007,0.1143039,0.04627582,0.04725164,0.03208353
0.5342363,0.423914,0.08816803,0.01759395,0.01010603,0.00342708
0.55726945,0.07213579,0.10371168,0.10417263,0.1314563,0.05741101
0.10200126,0.40631965,0.25516155,0.19540651,0.03009651,0.04352969
0.3533599,0.18968919,0.30824867,0.09407438,0.04737847,0.05348776
0.14057234,0.2943563,0.37951905,0.06606881,0.06871646,0.11174379
0.11831507,0.3640949,0.4125891,0.10736179,0.04687205,0.03562822
0.18197343,0.4126822,0.22934802,0.12337399,0.07164698,0.04180086
0.48758137,0.28530654,0.1545912,0.06886552,0.03627112,0.04007574
0.37087175,0.15012117,0.15618868,0.08860327,0.0893511,0.14114195
0.5826896,0.39249578,0.05367417,0.01106877,0.01015145,0.02914864
0.25122544,0.0913036,0.21472692,0.15465075,0.12337439,0.1358937
0.06299248,0.22362159,0.26481155,0.25885358,0.08267007,0.02695197
0.14332736,0.26578638,0.3383276,0.12070658,0.04014252,0.13499884
0.37044576,0.3843864,0.12960342,0.0818173,0.02615712,0.06525437
0.5920175,0.36881036,0.07111745,0.02276668,0.01876715,0.01320801
