1,0174456
1,7956852
-1,3631115
-1,9904944
-3,806681
0,0002790439
-2,285145
0,00085864175
-2,4600267
7,262853
-6,3923603
-2,839954
-0,00020111213
-2,3926843
-9,28259
9,734741
-0,00016646946
-0,00018173426
-5,6749483
-0,0001787202
-1,8028037
0,002566002
-7,63076
-0,00015147496
-7,553182
-1,6319116
-4,4405465
-7,427946
-9,206845
-4,736809
1,1464973
-3,7399227
-8,883149
1,8406989
-1,6594087
-0,00015537196
-1,6868982
-1,8210016
1,8649213
-7,339146
-5,937817
-8,208663
-5,7337103
1,7602646
1,3308877
0,0040178113
-1,6252673
-1,2592266
7,632968
-0,00014355386
-0,00015768012
7,1959994
-1,3900393
-6,4654178
5,2061528
0,00015319449-7
4,1675394
-3,8012943
2,3359415
-6,887815
-3,2319092
-0,00014060368+6
-2,862863
-1,3196934
-4,69289
2,9835116
0,00018028691+7
-3,5950347
-2,1693666
6,140668
-4,129542
0,00021103634-3
3,3198828
-1,8525865
1,836224
-0,00014036323-1
-3,6687577
-1,2652345
-3,6469657
-4,0177267
4,3728616
-1,3305004
-2,131726
2,9217963
-7,312222
-3,0982443
0,00010403804+2
2,964186
-7,772233
1,0732833
-4,5199528
-9,9435885
-1,6367376
-0,00011978704+3
-1,0294514
4,972868
-4,485815
-0,00010983977-1
-4,0811112
-1,3391794
