-1,7515422
2,2217542
-2,5031017
-4,52787
-7,2682415
0,00040120893
-7,0691836
0,0008174778
-0,00017227615
0,00015490116
-0,000107409884
-4,197714
-0,00034837064
-2,3335186
-0,00017865119
-5,0057133
-0,00029244024
-0,00028128628
-0,000111748384
-0,00015207577
-4,297859
0,0016641486
-0,00013654437
-0,00025778427
-1,4169957
-3,2700995
-2,523441
-1,424536
-4,625661
-2,596799
-6,48267
-7,519606
-1,487122
3,6038608
-2,4818642
-0,000298577
-3,350783
-3,9685063
2,614983
-0,00011371634
-1,1288089
6,6525554
-9,085628
9,8682785
2,9829223
0,0014372927
-2,822466
-2,2985346
3,3870274
-7,303959
-0,00021064353
1,8636541e-05
-2,1853999e-05
-1,2672685e-05
9,575172e-06
7,250067e-06
-1,5731172e-06
-1,0027028e-05
4,7899255e-05
-2,2960348e-06
-3,302929e-06
-0,00018616371
-2,3578063e-05
0,000118919874
-9,5422865e-06
2,2517268e-06
0,0003141823
1,4136301e-06
-4,179865e-06
5,8526643e-07
-8,165324e-06
0,00041094702
-3,6879193e-08
-3,6677702e-06
3,720747e-05
-0,00023514486
-6,900036e-06
-2,3596678e-05
-6,334409e-05
-7,4492044e-07
1,2506922e-06
-2,470242e-05
-3,9413367e-06
7,0923975e-06
-7,7456396e-05
-5,8159476e-05
0,00027854968
6,8556087e-06
5,607651e-06
2,2573781e-06
-9,936656e-07
-0,00012775543
-3,278097e-05
-0,00018802454
-2,092945e-05
3,7001133e-05
-2,6308396e-06
-0,0001713329
-7,804577e-05
-2,7007434e-05
